potential,value_eur,wage_eur,movement_reactions,mentality_composure
79.0,575000.0,2000.0,59.0,40.0
64.0,300000.0,2000.0,50.0,52.0
65.0,350000.0,1000.0,53.0,45.0
74.0,525000.0,900.0,59.0,66.0
71.0,475000.0,900.0,52.0,25.0
71.0,550000.0,1000.0,59.0,53.0
73.0,500000.0,2000.0,56.0,39.0
71.0,500000.0,2000.0,54.0,47.0
75.0,550000.0,1000.0,50.0,39.0
70.0,500000.0,1000.0,58.0,44.0
68.0,475000.0,1000.0,55.0,46.0
75.0,575000.0,1000.0,56.0,61.0
77.0,575000.0,2000.0,47.0,51.0
68.0,450000.0,1000.0,54.0,35.0
73.0,550000.0,500.0,45.0,57.0
75.0,575000.0,3000.0,56.0,51.0
70.0,500000.0,1000.0,56.0,51.0
68.0,500000.0,1000.0,54.0,66.0
77.0,575000.0,3000.0,48.0,40.0
68.0,475000.0,2000.0,51.0,46.0
74.0,500000.0,1000.0,49.0,52.0
70.0,450000.0,500.0,52.0,55.0
69.0,475000.0,500.0,55.0,55.0
72.0,525000.0,500.0,55.0,58.0
69.0,450000.0,500.0,48.0,45.0
69.0,475000.0,500.0,55.0,55.0
72.0,500000.0,500.0,55.0,55.0
69.0,475000.0,500.0,52.0,45.0
75.0,550000.0,500.0,55.0,42.0
75.0,575000.0,800.0,49.0,60.0
58.0,975000.0,2000.0,62.0,68.0
58.0,975000.0,800.0,38.0,72.0
58.0,25000.0,1000.0,51.0,62.0
58.0,60000.0,2000.0,55.0,57.0
58.0,45000.0,2000.0,56.0,57.0
58.0,35000.0,650.0,40.0,39.0
58.0,35000.0,750.0,51.0,43.0
58.0,35000.0,500.0,57.0,28.0
58.0,180000.0,500.0,57.0,55.0
58.0,170000.0,500.0,55.0,60.0
58.0,110000.0,500.0,47.0,47.0
58.0,200000.0,550.0,54.0,57.0
58.0,150000.0,500.0,49.0,48.0
58.0,130000.0,650.0,61.0,44.0
60.0,190000.0,500.0,52.0,35.0
59.0,210000.0,500.0,54.0,51.0
58.0,70000.0,1000.0,66.0,46.0
62.0,275000.0,2000.0,49.0,50.0
61.0,210000.0,1000.0,59.0,29.0
60.0,170000.0,600.0,57.0,26.0
58.0,170000.0,3000.0,56.0,58.0
63.0,275000.0,2000.0,53.0,50.0
58.0,170000.0,2000.0,61.0,39.0
61.0,240000.0,500.0,61.0,53.0
58.0,160000.0,3000.0,56.0,53.0
58.0,220000.0,2000.0,64.0,52.0
58.0,220000.0,2000.0,58.0,53.0
59.0,210000.0,500.0,51.0,57.0
58.0,170000.0,2000.0,56.0,54.0
68.0,400000.0,1000.0,54.0,37.0
63.0,230000.0,2000.0,55.0,45.0
59.0,240000.0,3000.0,52.0,45.0
63.0,250000.0,500.0,50.0,49.0
58.0,70000.0,1000.0,66.0,58.0
68.0,400000.0,500.0,54.0,31.0
58.0,100000.0,2000.0,62.0,56.0
65.0,375000.0,500.0,55.0,55.0
61.0,275000.0,500.0,50.0,63.0
61.0,275000.0,700.0,54.0,50.0
59.0,230000.0,1000.0,56.0,65.0
58.0,200000.0,650.0,51.0,46.0
58.0,220000.0,500.0,48.0,52.0
67.0,450000.0,2000.0,50.0,44.0
69.0,400000.0,1000.0,56.0,30.0
63.0,275000.0,2000.0,50.0,49.0
65.0,375000.0,2000.0,53.0,61.0
65.0,375000.0,500.0,50.0,40.0
58.0,180000.0,2000.0,54.0,56.0
59.0,200000.0,650.0,56.0,48.0
63.0,300000.0,500.0,44.0,46.0
65.0,400000.0,6000.0,56.0,57.0
65.0,400000.0,1000.0,57.0,52.0
68.0,425000.0,3000.0,53.0,54.0
69.0,450000.0,5000.0,57.0,51.0
66.0,450000.0,3000.0,55.0,55.0
60.0,210000.0,1000.0,51.0,48.0
65.0,400000.0,650.0,53.0,40.0
61.0,275000.0,6000.0,50.0,38.0
64.0,250000.0,2000.0,47.0,45.0
65.0,400000.0,500.0,54.0,47.0
70.0,500000.0,500.0,52.0,60.0
69.0,425000.0,2000.0,51.0,51.0
63.0,300000.0,500.0,55.0,46.0
65.0,400000.0,5000.0,55.0,43.0
60.0,230000.0,500.0,55.0,54.0
63.0,300000.0,500.0,57.0,61.0
69.0,425000.0,500.0,55.0,39.0
65.0,400000.0,2000.0,56.0,41.0
68.0,450000.0,2000.0,51.0,56.0
62.0,220000.0,850.0,58.0,34.0
72.0,500000.0,4000.0,48.0,45.0
66.0,400000.0,850.0,31.0,34.0
68.0,425000.0,4000.0,56.0,40.0
67.0,450000.0,3000.0,52.0,44.0
65.0,400000.0,800.0,45.0,43.0
67.0,450000.0,1000.0,55.0,50.0
67.0,375000.0,500.0,57.0,18.0
63.0,275000.0,2000.0,47.0,52.0
61.0,250000.0,2000.0,52.0,54.0
67.0,450000.0,6000.0,50.0,60.0
64.0,300000.0,1000.0,52.0,55.0
66.0,425000.0,1000.0,54.0,56.0
69.0,450000.0,2000.0,54.0,57.0
64.0,325000.0,5000.0,47.0,43.0
68.0,450000.0,2000.0,52.0,49.0
66.0,450000.0,500.0,53.0,46.0
67.0,425000.0,2000.0,54.0,59.0
65.0,400000.0,2000.0,52.0,45.0
69.0,425000.0,2000.0,51.0,45.0
66.0,450000.0,950.0,54.0,56.0
67.0,425000.0,1000.0,60.0,42.0
64.0,300000.0,500.0,57.0,49.0
69.0,425000.0,3000.0,53.0,45.0
67.0,450000.0,700.0,56.0,48.0
63.0,300000.0,3000.0,53.0,53.0
73.0,475000.0,2000.0,57.0,55.0
65.0,400000.0,4000.0,52.0,48.0
64.0,300000.0,800.0,50.0,44.0
65.0,350000.0,1000.0,49.0,29.0
75.0,475000.0,1000.0,54.0,39.0
58.0,140000.0,1000.0,52.0,32.0
62.0,220000.0,1000.0,52.0,30.0
66.0,425000.0,2000.0,49.0,41.0
69.0,425000.0,1000.0,51.0,53.0
62.0,220000.0,1000.0,55.0,33.0
68.0,425000.0,5000.0,48.0,45.0
69.0,425000.0,1000.0,57.0,42.0
68.0,425000.0,2000.0,54.0,54.0
60.0,250000.0,950.0,57.0,41.0
69.0,425000.0,2000.0,49.0,41.0
68.0,375000.0,1000.0,45.0,23.0
70.0,500000.0,2000.0,55.0,54.0
69.0,450000.0,5000.0,59.0,54.0
67.0,375000.0,500.0,48.0,36.0
74.0,500000.0,750.0,55.0,48.0
68.0,400000.0,2000.0,47.0,36.0
77.0,525000.0,550.0,51.0,52.0
66.0,450000.0,2000.0,59.0,42.0
69.0,450000.0,2000.0,47.0,51.0
70.0,475000.0,1000.0,50.0,43.0
63.0,240000.0,1000.0,52.0,32.0
63.0,240000.0,3000.0,47.0,27.0
68.0,450000.0,700.0,55.0,62.0
64.0,325000.0,500.0,55.0,54.0
66.0,450000.0,2000.0,52.0,49.0
67.0,450000.0,1000.0,49.0,55.0
70.0,500000.0,5000.0,54.0,52.0
66.0,425000.0,5000.0,50.0,41.0
73.0,450000.0,700.0,53.0,50.0
73.0,475000.0,900.0,53.0,51.0
72.0,500000.0,10000.0,54.0,55.0
75.0,525000.0,2000.0,51.0,56.0
69.0,375000.0,1000.0,53.0,40.0
72.0,450000.0,5000.0,48.0,40.0
78.0,575000.0,7000.0,54.0,56.0
72.0,475000.0,950.0,53.0,45.0
76.0,525000.0,6000.0,42.0,55.0
66.0,425000.0,900.0,59.0,45.0
67.0,450000.0,1000.0,54.0,56.0
70.0,500000.0,650.0,49.0,39.0
66.0,400000.0,850.0,45.0,36.0
65.0,350000.0,2000.0,58.0,23.0
69.0,425000.0,750.0,53.0,39.0
72.0,475000.0,1000.0,50.0,52.0
58.0,110000.0,1000.0,36.0,31.0
68.0,375000.0,500.0,52.0,26.0
67.0,425000.0,500.0,52.0,43.0
58.0,230000.0,650.0,59.0,51.0
61.0,275000.0,650.0,59.0,50.0
58.0,180000.0,600.0,46.0,43.0
61.0,250000.0,600.0,55.0,52.0
69.0,450000.0,3000.0,51.0,49.0
68.0,425000.0,3000.0,54.0,51.0
74.0,525000.0,7000.0,55.0,43.0
75.0,525000.0,1000.0,45.0,47.0
76.0,500000.0,500.0,57.0,57.0
70.0,500000.0,3000.0,53.0,62.0
74.0,525000.0,1000.0,41.0,50.0
64.0,250000.0,600.0,48.0,30.0
68.0,425000.0,2000.0,53.0,43.0
72.0,425000.0,2000.0,46.0,26.0
66.0,425000.0,500.0,57.0,52.0
71.0,500000.0,3000.0,55.0,50.0
65.0,350000.0,2000.0,55.0,32.0
70.0,450000.0,1000.0,50.0,39.0
75.0,475000.0,3000.0,57.0,36.0
75.0,525000.0,5000.0,53.0,59.0
69.0,375000.0,950.0,42.0,29.0
75.0,475000.0,3000.0,48.0,23.0
64.0,325000.0,2000.0,56.0,47.0
68.0,425000.0,950.0,54.0,52.0
73.0,475000.0,1000.0,48.0,41.0
74.0,500000.0,1000.0,54.0,55.0
75.0,500000.0,800.0,50.0,43.0
70.0,450000.0,750.0,54.0,37.0
72.0,450000.0,950.0,45.0,39.0
73.0,450000.0,3000.0,48.0,52.0
71.0,400000.0,500.0,44.0,25.0
65.0,425000.0,1000.0,53.0,49.0
69.0,450000.0,750.0,55.0,56.0
64.0,300000.0,700.0,57.0,45.0
63.0,300000.0,2000.0,57.0,55.0
72.0,500000.0,2000.0,56.0,47.0
58.0,100000.0,2000.0,53.0,40.0
70.0,500000.0,5000.0,39.0,49.0
76.0,500000.0,3000.0,53.0,43.0
71.0,475000.0,500.0,47.0,42.0
63.0,275000.0,500.0,52.0,50.0
69.0,450000.0,850.0,54.0,57.0
66.0,400000.0,550.0,56.0,31.0
70.0,450000.0,550.0,47.0,32.0
69.0,450000.0,2000.0,39.0,56.0
73.0,500000.0,3000.0,57.0,48.0
64.0,275000.0,500.0,55.0,39.0
78.0,550000.0,4000.0,51.0,56.0
76.0,525000.0,1000.0,62.0,44.0
65.0,375000.0,900.0,53.0,39.0
61.0,275000.0,500.0,50.0,48.0
75.0,525000.0,4000.0,57.0,51.0
71.0,475000.0,750.0,54.0,49.0
65.0,400000.0,3000.0,56.0,46.0
70.0,500000.0,1000.0,55.0,49.0
69.0,450000.0,1000.0,54.0,55.0
66.0,450000.0,500.0,59.0,41.0
71.0,475000.0,1000.0,58.0,54.0
77.0,500000.0,500.0,62.0,49.0
69.0,450000.0,1000.0,60.0,55.0
70.0,475000.0,1000.0,53.0,50.0
65.0,375000.0,700.0,52.0,53.0
80.0,650000.0,500.0,48.0,61.0
64.0,325000.0,600.0,52.0,59.0
79.0,650000.0,900.0,45.0,48.0
73.0,500000.0,1000.0,56.0,53.0
76.0,525000.0,500.0,62.0,57.0
72.0,500000.0,1000.0,39.0,62.0
71.0,475000.0,3000.0,60.0,57.0
65.0,350000.0,550.0,51.0,22.0
67.0,450000.0,500.0,60.0,48.0
66.0,450000.0,750.0,59.0,59.0
71.0,475000.0,500.0,58.0,48.0
61.0,210000.0,500.0,60.0,36.0
72.0,475000.0,500.0,54.0,44.0
72.0,475000.0,800.0,39.0,43.0
76.0,500000.0,500.0,44.0,50.0
69.0,425000.0,1000.0,51.0,43.0
75.0,550000.0,850.0,45.0,55.0
65.0,400000.0,2000.0,57.0,60.0
71.0,425000.0,500.0,61.0,21.0
70.0,500000.0,1000.0,60.0,52.0
69.0,375000.0,500.0,60.0,36.0
64.0,325000.0,1000.0,50.0,55.0
76.0,525000.0,500.0,60.0,47.0
70.0,475000.0,1000.0,58.0,49.0
73.0,425000.0,500.0,60.0,34.0
72.0,475000.0,500.0,52.0,44.0
69.0,450000.0,3000.0,51.0,51.0
70.0,500000.0,2000.0,49.0,48.0
80.0,625000.0,3000.0,54.0,63.0
70.0,450000.0,4000.0,52.0,40.0
73.0,475000.0,900.0,58.0,55.0
66.0,450000.0,850.0,54.0,56.0
64.0,300000.0,2000.0,50.0,46.0
74.0,525000.0,1000.0,45.0,55.0
71.0,450000.0,2000.0,49.0,45.0
72.0,500000.0,2000.0,56.0,42.0
70.0,475000.0,2000.0,49.0,47.0
65.0,350000.0,2000.0,60.0,31.0
65.0,375000.0,2000.0,58.0,44.0
70.0,425000.0,1000.0,58.0,29.0
79.0,600000.0,500.0,56.0,53.0
61.0,275000.0,1000.0,49.0,60.0
71.0,400000.0,500.0,56.0,40.0
73.0,475000.0,550.0,48.0,43.0
68.0,400000.0,950.0,32.0,28.0
66.0,450000.0,2000.0,42.0,52.0
58.0,160000.0,1000.0,47.0,68.0
72.0,475000.0,2000.0,50.0,49.0
73.0,450000.0,650.0,50.0,54.0
77.0,525000.0,500.0,52.0,51.0
73.0,475000.0,650.0,56.0,52.0
70.0,475000.0,2000.0,48.0,42.0
72.0,475000.0,2000.0,58.0,47.0
66.0,400000.0,850.0,55.0,37.0
79.0,650000.0,1000.0,58.0,54.0
70.0,475000.0,750.0,49.0,48.0
71.0,450000.0,850.0,52.0,49.0
71.0,475000.0,2000.0,54.0,44.0
67.0,450000.0,1000.0,42.0,55.0
68.0,425000.0,1000.0,51.0,49.0
76.0,475000.0,500.0,48.0,46.0
74.0,525000.0,1000.0,49.0,46.0
73.0,475000.0,950.0,55.0,53.0
67.0,425000.0,1000.0,46.0,38.0
74.0,500000.0,500.0,46.0,50.0
68.0,425000.0,1000.0,54.0,48.0
73.0,500000.0,950.0,52.0,62.0
80.0,650000.0,650.0,52.0,50.0
73.0,450000.0,1000.0,52.0,44.0
75.0,525000.0,6000.0,62.0,56.0
75.0,500000.0,4000.0,52.0,45.0
67.0,450000.0,850.0,57.0,51.0
69.0,450000.0,550.0,55.0,41.0
75.0,525000.0,850.0,50.0,47.0
77.0,475000.0,500.0,53.0,52.0
75.0,525000.0,1000.0,50.0,55.0
75.0,525000.0,500.0,60.0,48.0
66.0,450000.0,2000.0,57.0,54.0
73.0,450000.0,1000.0,50.0,56.0
67.0,425000.0,750.0,43.0,43.0
72.0,450000.0,950.0,48.0,49.0
69.0,425000.0,750.0,45.0,38.0
72.0,425000.0,900.0,43.0,26.0
68.0,425000.0,900.0,50.0,38.0
67.0,450000.0,950.0,55.0,60.0
65.0,375000.0,3000.0,49.0,44.0
72.0,475000.0,500.0,50.0,42.0
66.0,425000.0,5000.0,50.0,41.0
74.0,525000.0,500.0,65.0,45.0
70.0,475000.0,650.0,45.0,56.0
74.0,525000.0,650.0,58.0,57.0
81.0,650000.0,500.0,60.0,51.0
70.0,475000.0,1000.0,52.0,52.0
67.0,450000.0,800.0,49.0,60.0
71.0,450000.0,500.0,53.0,49.0
61.0,190000.0,550.0,46.0,28.0
64.0,325000.0,700.0,58.0,46.0
72.0,425000.0,650.0,42.0,40.0
77.0,525000.0,1000.0,48.0,48.0
73.0,425000.0,500.0,55.0,40.0
65.0,425000.0,500.0,39.0,42.0
68.0,425000.0,1000.0,55.0,41.0
77.0,500000.0,900.0,53.0,56.0
65.0,375000.0,650.0,53.0,52.0
67.0,425000.0,1000.0,50.0,44.0
67.0,375000.0,500.0,54.0,34.0
58.0,25000.0,900.0,56.0,56.0
63.0,250000.0,550.0,53.0,39.0
65.0,375000.0,1000.0,47.0,44.0
70.0,450000.0,850.0,58.0,49.0
73.0,475000.0,500.0,50.0,48.0
58.0,210000.0,500.0,45.0,51.0
76.0,500000.0,500.0,46.0,56.0
70.0,500000.0,1000.0,69.0,64.0
66.0,425000.0,700.0,55.0,54.0
73.0,475000.0,800.0,56.0,62.0
63.0,275000.0,850.0,54.0,43.0
70.0,475000.0,1000.0,54.0,40.0
73.0,475000.0,500.0,55.0,38.0
75.0,525000.0,500.0,46.0,42.0
76.0,525000.0,1000.0,39.0,51.0
74.0,500000.0,1000.0,46.0,46.0
75.0,525000.0,3000.0,55.0,50.0
71.0,475000.0,650.0,55.0,43.0
72.0,500000.0,5000.0,55.0,52.0
59.0,240000.0,800.0,48.0,43.0
76.0,525000.0,750.0,44.0,51.0
66.0,450000.0,800.0,50.0,48.0
67.0,425000.0,1000.0,50.0,44.0
72.0,500000.0,1000.0,56.0,58.0
66.0,425000.0,500.0,55.0,39.0
70.0,450000.0,500.0,39.0,50.0
69.0,425000.0,900.0,53.0,48.0
76.0,525000.0,1000.0,39.0,43.0
74.0,500000.0,500.0,48.0,55.0
71.0,475000.0,1000.0,60.0,47.0
74.0,450000.0,500.0,39.0,29.0
70.0,500000.0,700.0,56.0,54.0
76.0,500000.0,500.0,39.0,46.0
68.0,425000.0,2000.0,53.0,39.0
68.0,450000.0,500.0,60.0,45.0
71.0,450000.0,500.0,60.0,43.0
77.0,500000.0,500.0,62.0,39.0
74.0,525000.0,1000.0,53.0,45.0
68.0,450000.0,500.0,55.0,38.0
68.0,450000.0,500.0,60.0,41.0
74.0,525000.0,550.0,58.0,53.0
67.0,450000.0,500.0,49.0,55.0
67.0,450000.0,2000.0,38.0,50.0
58.0,210000.0,3000.0,56.0,44.0
65.0,375000.0,800.0,46.0,51.0
65.0,350000.0,3000.0,51.0,23.0
64.0,325000.0,500.0,49.0,43.0
68.0,425000.0,900.0,69.0,65.0
72.0,475000.0,500.0,55.0,42.0
74.0,525000.0,1000.0,58.0,48.0
68.0,450000.0,500.0,52.0,45.0
72.0,500000.0,900.0,44.0,50.0
64.0,275000.0,500.0,55.0,32.0
69.0,450000.0,500.0,44.0,55.0
68.0,375000.0,2000.0,46.0,24.0
71.0,475000.0,500.0,50.0,43.0
70.0,500000.0,5000.0,46.0,50.0
73.0,450000.0,700.0,52.0,56.0
72.0,475000.0,800.0,48.0,52.0
66.0,450000.0,3000.0,52.0,51.0
68.0,450000.0,650.0,55.0,40.0
58.0,130000.0,2000.0,59.0,56.0
68.0,425000.0,1000.0,57.0,49.0
60.0,170000.0,1000.0,46.0,29.0
58.0,130000.0,1000.0,48.0,41.0
71.0,450000.0,650.0,55.0,24.0
74.0,500000.0,500.0,50.0,48.0
66.0,450000.0,600.0,38.0,53.0
67.0,400000.0,1000.0,56.0,37.0
76.0,525000.0,1000.0,51.0,45.0
66.0,450000.0,650.0,58.0,54.0
70.0,425000.0,500.0,46.0,38.0
70.0,450000.0,500.0,49.0,40.0
67.0,425000.0,550.0,48.0,38.0
67.0,450000.0,850.0,52.0,46.0
63.0,240000.0,1000.0,46.0,39.0
62.0,300000.0,1000.0,53.0,58.0
73.0,450000.0,500.0,53.0,43.0
69.0,375000.0,1000.0,31.0,27.0
74.0,525000.0,2000.0,56.0,55.0
71.0,450000.0,2000.0,55.0,42.0
74.0,525000.0,500.0,46.0,47.0
58.0,25000.0,500.0,46.0,30.0
67.0,425000.0,900.0,50.0,49.0
58.0,180000.0,850.0,54.0,41.0
74.0,525000.0,2000.0,53.0,62.0
67.0,375000.0,850.0,40.0,36.0
71.0,450000.0,850.0,51.0,60.0
72.0,450000.0,650.0,54.0,43.0
74.0,500000.0,1000.0,43.0,42.0
72.0,475000.0,500.0,52.0,51.0
70.0,475000.0,500.0,46.0,48.0
76.0,525000.0,950.0,52.0,61.0
66.0,450000.0,500.0,48.0,54.0
73.0,450000.0,500.0,52.0,41.0
64.0,325000.0,1000.0,47.0,42.0
77.0,500000.0,600.0,45.0,57.0
75.0,525000.0,3000.0,56.0,51.0
73.0,400000.0,500.0,39.0,26.0
63.0,275000.0,1000.0,48.0,53.0
69.0,450000.0,800.0,67.0,52.0
77.0,500000.0,500.0,53.0,50.0
76.0,450000.0,700.0,56.0,38.0
58.0,210000.0,1000.0,59.0,54.0
76.0,525000.0,2000.0,51.0,47.0
77.0,500000.0,500.0,45.0,55.0
64.0,300000.0,550.0,49.0,51.0
67.0,425000.0,1000.0,51.0,46.0
68.0,450000.0,1000.0,51.0,56.0
75.0,475000.0,2000.0,53.0,45.0
70.0,475000.0,850.0,52.0,50.0
68.0,450000.0,1000.0,58.0,46.0
72.0,450000.0,500.0,55.0,49.0
71.0,475000.0,1000.0,58.0,47.0
68.0,425000.0,2000.0,48.0,40.0
73.0,475000.0,500.0,40.0,47.0
66.0,450000.0,1000.0,56.0,57.0
76.0,450000.0,500.0,30.0,27.0
69.0,375000.0,1000.0,43.0,26.0
66.0,425000.0,1000.0,58.0,51.0
68.0,425000.0,500.0,55.0,50.0
74.0,500000.0,800.0,55.0,51.0
77.0,450000.0,500.0,35.0,31.0
64.0,300000.0,500.0,50.0,53.0
65.0,425000.0,1000.0,48.0,48.0
66.0,450000.0,2000.0,44.0,48.0
73.0,475000.0,500.0,53.0,60.0
65.0,400000.0,1000.0,55.0,48.0
64.0,325000.0,650.0,58.0,50.0
71.0,475000.0,500.0,55.0,50.0
64.0,300000.0,850.0,46.0,43.0
75.0,450000.0,500.0,63.0,43.0
66.0,450000.0,1000.0,54.0,54.0
58.0,220000.0,900.0,55.0,56.0
74.0,525000.0,950.0,54.0,59.0
67.0,425000.0,900.0,53.0,47.0
68.0,450000.0,5000.0,51.0,49.0
66.0,425000.0,2000.0,45.0,48.0
66.0,425000.0,1000.0,52.0,48.0
67.0,450000.0,600.0,61.0,45.0
68.0,425000.0,2000.0,58.0,49.0
76.0,525000.0,500.0,50.0,54.0
58.0,180000.0,3000.0,53.0,39.0
75.0,525000.0,500.0,57.0,57.0
66.0,450000.0,1000.0,40.0,51.0
72.0,475000.0,2000.0,60.0,39.0
73.0,475000.0,2000.0,59.0,40.0
70.0,475000.0,1000.0,52.0,42.0
75.0,475000.0,500.0,57.0,47.0
68.0,425000.0,750.0,52.0,52.0
79.0,650000.0,1000.0,63.0,68.0
65.0,425000.0,800.0,56.0,51.0
68.0,375000.0,1000.0,41.0,24.0
70.0,500000.0,1000.0,50.0,46.0
81.0,600000.0,500.0,58.0,49.0
72.0,400000.0,500.0,47.0,30.0
74.0,500000.0,500.0,56.0,63.0
67.0,425000.0,2000.0,52.0,43.0
75.0,525000.0,3000.0,39.0,47.0
76.0,525000.0,600.0,54.0,48.0
70.0,475000.0,2000.0,39.0,51.0
76.0,450000.0,500.0,53.0,42.0
77.0,475000.0,500.0,56.0,48.0
73.0,450000.0,1000.0,52.0,42.0
73.0,425000.0,850.0,38.0,39.0
68.0,425000.0,1000.0,49.0,42.0
72.0,475000.0,1000.0,50.0,58.0
75.0,500000.0,500.0,55.0,55.0
68.0,450000.0,500.0,58.0,55.0
71.0,450000.0,500.0,55.0,42.0
80.0,650000.0,500.0,55.0,45.0
76.0,500000.0,500.0,55.0,45.0
78.0,525000.0,500.0,48.0,41.0
73.0,475000.0,500.0,55.0,55.0
78.0,525000.0,500.0,51.0,45.0
70.0,475000.0,500.0,45.0,55.0
57.0,20000.0,500.0,55.0,46.0
57.0,140000.0,500.0,51.0,50.0
57.0,50000.0,2000.0,73.0,66.0
57.0,90000.0,1000.0,53.0,28.0
57.0,20000.0,500.0,53.0,29.0
57.0,30000.0,500.0,60.0,52.0
57.0,130000.0,500.0,59.0,57.0
57.0,160000.0,500.0,55.0,58.0
57.0,160000.0,750.0,64.0,70.0
61.0,180000.0,2000.0,53.0,32.0
57.0,140000.0,500.0,56.0,47.0
57.0,160000.0,4000.0,57.0,60.0
57.0,160000.0,6000.0,55.0,55.0
62.0,240000.0,2000.0,55.0,55.0
57.0,160000.0,1000.0,55.0,59.0
58.0,130000.0,3000.0,53.0,28.0
57.0,110000.0,2000.0,58.0,50.0
62.0,250000.0,2000.0,48.0,43.0
57.0,160000.0,2000.0,56.0,40.0
60.0,200000.0,500.0,45.0,57.0
58.0,170000.0,2000.0,55.0,55.0
57.0,170000.0,2000.0,53.0,61.0
62.0,240000.0,600.0,49.0,51.0
62.0,220000.0,2000.0,57.0,50.0
67.0,325000.0,500.0,57.0,45.0
57.0,90000.0,2000.0,47.0,28.0
58.0,130000.0,500.0,50.0,31.0
57.0,160000.0,2000.0,53.0,58.0
57.0,160000.0,2000.0,48.0,52.0
57.0,140000.0,500.0,47.0,38.0
60.0,200000.0,2000.0,56.0,53.0
64.0,275000.0,1000.0,52.0,30.0
67.0,325000.0,850.0,53.0,36.0
58.0,170000.0,1000.0,60.0,50.0
62.0,250000.0,500.0,43.0,46.0
57.0,160000.0,3000.0,52.0,50.0
66.0,350000.0,2000.0,52.0,57.0
60.0,200000.0,1000.0,59.0,56.0
57.0,20000.0,900.0,44.0,26.0
66.0,375000.0,4000.0,56.0,45.0
60.0,170000.0,4000.0,51.0,43.0
59.0,140000.0,700.0,44.0,28.0
60.0,220000.0,500.0,47.0,56.0
60.0,200000.0,1000.0,52.0,45.0
63.0,200000.0,1000.0,47.0,35.0
63.0,250000.0,2000.0,51.0,52.0
62.0,250000.0,2000.0,54.0,51.0
66.0,375000.0,600.0,50.0,48.0
57.0,140000.0,500.0,52.0,46.0
64.0,300000.0,1000.0,52.0,50.0
63.0,250000.0,5000.0,55.0,50.0
62.0,230000.0,3000.0,55.0,55.0
64.0,300000.0,4000.0,51.0,50.0
67.0,375000.0,2000.0,49.0,56.0
65.0,325000.0,850.0,45.0,37.0
69.0,350000.0,4000.0,45.0,23.0
68.0,375000.0,2000.0,51.0,55.0
65.0,350000.0,500.0,54.0,49.0
65.0,375000.0,2000.0,54.0,52.0
70.0,375000.0,700.0,50.0,47.0
65.0,350000.0,550.0,53.0,41.0
66.0,375000.0,2000.0,54.0,50.0
71.0,400000.0,650.0,56.0,48.0
66.0,375000.0,2000.0,55.0,55.0
69.0,400000.0,700.0,52.0,50.0
64.0,325000.0,750.0,53.0,48.0
71.0,350000.0,750.0,47.0,27.0
71.0,400000.0,1000.0,60.0,57.0
67.0,325000.0,500.0,40.0,31.0
67.0,375000.0,1000.0,55.0,40.0
70.0,375000.0,6000.0,52.0,53.0
64.0,325000.0,3000.0,54.0,45.0
65.0,350000.0,3000.0,55.0,47.0
57.0,110000.0,2000.0,52.0,56.0
67.0,350000.0,2000.0,51.0,50.0
69.0,350000.0,900.0,50.0,34.0
68.0,350000.0,1000.0,56.0,49.0
66.0,375000.0,1000.0,53.0,43.0
63.0,240000.0,1000.0,52.0,37.0
69.0,400000.0,800.0,51.0,52.0
70.0,400000.0,7000.0,60.0,59.0
71.0,375000.0,2000.0,49.0,43.0
64.0,300000.0,1000.0,51.0,55.0
73.0,400000.0,8000.0,60.0,57.0
70.0,350000.0,3000.0,48.0,39.0
67.0,375000.0,500.0,46.0,50.0
72.0,350000.0,1000.0,36.0,33.0
71.0,375000.0,550.0,54.0,40.0
72.0,375000.0,10000.0,50.0,60.0
66.0,350000.0,500.0,53.0,56.0
64.0,325000.0,1000.0,45.0,47.0
66.0,325000.0,2000.0,33.0,39.0
72.0,375000.0,4000.0,51.0,45.0
71.0,400000.0,500.0,53.0,59.0
74.0,400000.0,7000.0,48.0,49.0
65.0,325000.0,550.0,47.0,39.0
68.0,325000.0,500.0,48.0,41.0
68.0,375000.0,1000.0,56.0,48.0
71.0,400000.0,1000.0,40.0,51.0
64.0,325000.0,6000.0,51.0,53.0
66.0,325000.0,1000.0,47.0,52.0
74.0,425000.0,1000.0,53.0,55.0
57.0,170000.0,1000.0,56.0,51.0
64.0,325000.0,1000.0,40.0,50.0
65.0,350000.0,500.0,55.0,44.0
72.0,375000.0,2000.0,54.0,55.0
62.0,250000.0,3000.0,49.0,48.0
61.0,200000.0,3000.0,54.0,39.0
67.0,350000.0,500.0,52.0,37.0
70.0,375000.0,550.0,56.0,59.0
68.0,375000.0,5000.0,48.0,57.0
67.0,325000.0,500.0,45.0,23.0
72.0,375000.0,2000.0,60.0,43.0
69.0,375000.0,550.0,57.0,41.0
69.0,375000.0,1000.0,54.0,53.0
70.0,400000.0,2000.0,56.0,54.0
65.0,350000.0,3000.0,55.0,49.0
71.0,375000.0,4000.0,50.0,37.0
66.0,325000.0,750.0,48.0,46.0
72.0,375000.0,650.0,52.0,47.0
62.0,200000.0,850.0,52.0,37.0
71.0,400000.0,2000.0,44.0,44.0
57.0,60000.0,2000.0,56.0,51.0
70.0,375000.0,650.0,53.0,37.0
70.0,375000.0,2000.0,53.0,44.0
69.0,400000.0,900.0,52.0,47.0
68.0,300000.0,800.0,54.0,22.0
64.0,300000.0,1000.0,49.0,48.0
